,sna,tot,sbi,sarea,mday,ar,bemp,act
579,YouBike2.0_松江路431巷口,15,1,中山區,2023-05-27 13:40:10,松江路433號前,14,1
580,YouBike2.0_新喜公園,13,1,中山區,2023-05-27 13:54:04,德惠街170巷22號對側,11,1
581,YouBike2.0_吉林路407巷口,15,0,中山區,2023-05-27 13:54:04,吉林路401號前,14,1
583,YouBike2.0_林安泰古厝,22,2,中山區,2023-05-27 13:57:15,濱江街5號對側,20,1
584,YouBike2.0_中山公民會館,20,0,中山區,2023-05-27 13:52:04,中山北路二段128巷口,18,1
585,YouBike2.0_渭水八德路口,23,1,中山區,2023-05-27 13:11:15,渭水路54號對側,20,1
587,YouBike2.0_撫順公園,20,1,中山區,2023-05-27 13:39:14,中山北路三段2號對側,18,1
588,YouBike2.0_新生公園,16,0,中山區,2023-05-27 13:47:04,民族東路/吉林路口(西北側),16,1
591,YouBike2.0_建國農安街口,35,2,中山區,2023-05-27 13:47:14,建國北路/農安街口(建國橋下),31,1
592,YouBike2.0_松江路77巷口,10,2,中山區,2023-05-27 13:47:14,松江路77巷口,8,1
594,YouBike2.0_市民新生路口,15,2,中山區,2023-05-27 13:45:16,新生北路一段36號前,13,1
595,YouBike2.0_民權吉林路口,15,1,中山區,2023-05-27 13:53:04,民權東路二段51號前,13,1
596,YouBike2.0_中山農安街口,17,3,中山區,2023-05-27 13:56:16,中山北路三段25號前,12,1
597,YouBike2.0_捷運行政大樓,14,1,中山區,2023-05-27 13:38:14,中山北路二段48巷7號前,13,1
598,YouBike2.0_中吉公園(松江路188巷),22,2,中山區,2023-05-27 13:48:15,松江路188巷11號對側,20,1
599,YouBike2.0_吉林路123巷口,13,3,中山區,2023-05-27 13:22:15,吉林路125號前,10,1
601,YouBike2.0_國立臺北大學(臺北校區),38,3,中山區,2023-05-27 13:55:23,民生東路三段67號前,34,1
604,YouBike2.0_永盛公園(民生東路一段23巷),24,2,中山區,2023-05-27 13:55:23,民生東路一段23巷/民生東路一段27巷口,22,1
605,YouBike2.0_新生錦州街口,20,2,中山區,2023-05-27 13:49:15,新生北路二段100號前,18,1
606,YouBike2.0_濱江街199巷口,15,3,中山區,2023-05-27 13:48:15,濱江街199巷(八號疏散門前),12,1
607,YouBike2.0_大佳社區公園,15,0,中山區,2023-05-27 10:38:04,濱江街154巷對側,15,1
609,YouBike2.0_興安合江路口,19,1,中山區,2023-05-27 13:55:23,興安街60號對側,18,1
610,YouBike2.0_復興北路514巷口東側,10,0,中山區,2023-05-27 13:41:04,復興北路514巷66號前側,9,1
611,YouBike2.0_台泥大樓,18,1,中山區,2023-05-27 13:35:14,中山北路二段113-133號前,15,1
615,YouBike2.0_南京龍江路口,15,3,中山區,2023-05-27 13:52:15,南京東路三段121號前,12,1
619,YouBike2.0_捷運松江南京站(4號出口),32,3,中山區,2023-05-27 13:50:20,松江路95-1至109號前方,29,1
620,YouBike2.0_中429公園,15,1,中山區,2023-05-27 13:53:04,敬業三路177巷南側,14,1
624,YouBike2.0_長春吉林路口,10,2,中山區,2023-05-27 13:54:15,長春路120號前,8,1
625,YouBike2.0_長春一江街口,11,0,中山區,2023-05-27 13:57:15,長春路135號前,11,1
627,YouBike2.0_南京一江街口,10,3,中山區,2023-05-27 13:51:15,南京東路二段85號前,7,1
628,YouBike2.0_松江長春路口,16,3,中山區,2023-05-27 13:56:16,松江路158號前,13,1
631,YouBike2.0_新生農安街口,15,0,中山區,2023-05-27 12:58:04,新生北路三段與農安街口(高架橋下),15,1
632,YouBike2.0_稻江高級護理家事職業學校,14,2,中山區,2023-05-27 13:45:16,農安街77巷與農安街77巷1弄口,11,1
633,YouBike2.0_捷運大直站(3號出口)_1,18,0,中山區,2023-05-27 13:53:04,北安路458巷41弄52之1號前,18,1
635,YouBike2.0_民權吉林路口(南側),16,3,中山區,2023-05-27 13:57:15,民權東路二段46號前,13,1
637,YouBike2.0_民權新生路口,26,1,中山區,2023-05-27 13:48:04,民權東路一段/新生北路三段(北側)(新生高架橋下),25,1
638,YouBike2.0_建國長春路口(北側),20,3,中山區,2023-05-27 13:56:16,建國北路/長春路口(北側),15,1
639,YouBike2.0_中山行政中心,24,2,中山區,2023-05-27 13:57:15,松江路/農安街口,20,1
642,YouBike2.0_濱江國小游泳池,16,1,中山區,2023-05-27 13:54:15,樂群二路266巷99號前,15,1
644,YouBike2.0_中428公園,15,1,中山區,2023-05-27 13:34:14,樂群二路30巷/樂群二路116巷61弄,14,1
645,YouBike2.0_復華公園,20,0,中山區,2023-05-27 13:57:04,南京東路三段109巷/龍江路120巷,20,1
652,YouBike2.0_民權建國路口(南側),15,0,中山區,2023-05-27 13:40:10,民權東路三段/建國北路二段(南側高架橋下),14,1
653,YouBike2.0_林森德惠街口,16,1,中山區,2023-05-27 13:57:15,德惠街11號東側,14,1
654,YouBike2.0_新生濱江街口(東南側),21,2,中山區,2023-05-27 13:43:14,新生北路三段/濱江街口(東南側),19,1
655,YouBike2.0_新生北路一段62巷口,20,1,中山區,2023-05-27 13:15:15,新生北路一段64號對側,19,1
656,YouBike2.0_新生長春路口(東北側),19,0,中山區,2023-05-27 13:13:04,新生北路二段39-2號對側,18,1
658,YouBike2.0_敬業三樂群三路口(西北側),16,3,中山區,2023-05-27 13:57:15,敬業三路/樂群三路口,13,1
659,YouBike2.0_長春路258巷2弄口,15,3,中山區,2023-05-27 13:05:16,長春路258巷6號北側,12,1
661,YouBike2.0_建國五常街口,20,1,中山區,2023-05-27 13:47:04,建國北路三段/五常街,19,1
663,YouBike2.0_市民安東街口,20,1,中山區,2023-05-27 13:17:32,市民大道三段179號前,19,1
665,YouBike2.0_文湖街21巷118弄口,19,0,內湖區,2023-05-27 13:03:04,文湖街21巷118弄6-10號(前),18,1
671,YouBike2.0_德明財經科技大學,27,2,內湖區,2023-05-27 13:55:23,環山路一段56號南側,25,1
674,YouBike2.0_港華五號公園,16,0,內湖區,2023-05-27 12:40:10,環山路二段81號西北側,16,1
677,YouBike2.0_東湖路113巷95弄,10,0,內湖區,2023-05-27 10:23:04,東湖路113巷95弄13號西側,9,1
679,YouBike2.0_文德三號公園(江南街71巷16弄),15,1,內湖區,2023-05-27 13:52:15,瑞光路271號東南側,14,1
681,YouBike2.0_康寧星雲街口,12,2,內湖區,2023-05-27 13:51:15,康寧路一段116號,10,1
682,YouBike2.0_星雲街47號,15,1,內湖區,2023-05-27 13:37:04,星雲街47號南側,14,1
684,YouBike2.0_捷運西湖站(2號出口),12,2,內湖區,2023-05-27 13:50:09,內湖路一段291號(對面),10,1
689,YouBike2.0_碧山公園,31,0,內湖區,2023-05-27 13:27:04,內湖路三段60巷28號東側,31,1
693,YouBike2.0_文德二號公園(南側),13,1,內湖區,2023-05-27 13:56:04,陽光街與陽光街68巷102弄口,12,1
695,YouBike2.0_瑞陽公園,12,2,內湖區,2023-05-27 13:53:15,文德路22巷6號(對面),10,1
699,YouBike2.0_潭美國小(南京舊宗路口),16,1,內湖區,2023-05-27 13:56:16,行善路179號南側,15,1
700,YouBike2.0_新明路343號,10,2,內湖區,2023-05-27 13:07:14,新明路341號北側,8,1
701,YouBike2.0_週美里活動廣場,17,3,內湖區,2023-05-27 13:56:16,潭美街139號對側,14,1
704,YouBike2.0_安康路32巷24弄,21,2,內湖區,2023-05-27 13:54:15,安康路32巷24弄22號,19,1
709,YouBike2.0_瑞光公共住宅(瑞光路),18,0,內湖區,2023-05-27 12:23:04,瑞光路160號,18,1
710,YouBike2.0_民權東路六段15巷,17,1,內湖區,2023-05-27 01:11:15,民權東路六段15巷29號,16,1
711,YouBike2.0_扶輪親恩公園,17,0,內湖區,2023-05-27 13:54:04,民權東路六段30號,16,1
716,YouBike2.0_福華商場,20,0,內湖區,2023-05-27 13:56:04,民權東路六段/民權東路六段180巷(西南側),20,1
720,YouBike2.0_金湖路347巷125弄口,15,0,內湖區,2023-05-27 13:41:04,金湖路347巷125弄1號(對面),15,1
723,YouBike2.0_貿七社區,17,1,內湖區,2023-05-27 13:56:16,內湖路二段179巷48弄17號(旁),16,1
726,YouBike2.0_康寧金湖路口,14,0,內湖區,2023-05-27 12:48:04,康寧路一段273號(對面),14,1
727,YouBike2.0_康寧路一段156巷20弄口,17,1,內湖區,2023-05-27 13:21:18,康寧路一段156巷/康寧路一段156巷20弄(西側),16,1
730,YouBike2.0_內溝溪生態展示館,8,3,內湖區,2023-05-27 13:54:15,康樂街236-3號(前),5,1
731,YouBike2.0_捷運港墘站(2號出口),47,1,內湖區,2023-05-27 13:53:15,內湖路一段520號,44,1
735,YouBike2.0_康寧公園(北側),20,2,內湖區,2023-05-27 13:54:15,康寧路三段60號南側,18,1
745,YouBike2.0_金龍公園,15,0,內湖區,2023-05-27 13:23:04,金龍路112巷口(金龍公園側),15,1
746,YouBike2.0_星雲街138巷1弄口,15,3,內湖區,2023-05-27 13:14:18,星雲街138巷18號,11,1
747,YouBike2.0_東湖一號公園,10,0,內湖區,2023-05-27 12:50:08,康寧路三段189巷163弄13號東南側,10,1
748,YouBike2.0_東湖二號公園,15,0,內湖區,2023-05-27 13:55:11,康寧路三段99巷39弄70號東南側,14,1
750,YouBike2.0_堤頂大道新湖一路口,13,0,內湖區,2023-05-27 12:07:04,堤頂大道一段215號前,12,1
752,YouBike2.0_舊宗行善路口,9,1,內湖區,2023-05-27 13:04:17,行善路179號西側,8,1
755,YouBike2.0_金湖星雲街口,30,0,內湖區,2023-05-27 13:17:22,金湖路83號對側,30,1
756,YouBike2.0_國防醫學院,15,3,內湖區,2023-05-27 12:36:15,民權東路六段161號前側,12,1
757,YouBike2.0_民權東路六段190巷117弄口,15,3,內湖區,2023-05-27 13:47:14,民權東路六段190巷117弄15號對側,12,1
761,YouBike2.0_行善行愛路口,12,0,內湖區,2023-05-27 11:35:05,行善路243號(前),12,1
765,YouBike2.0_潭美公園(南京東路六段368巷),18,3,內湖區,2023-05-27 13:24:14,南京東路六段366號對側,14,1
768,YouBike2.0_瑞光路76巷口,12,1,內湖區,2023-05-27 08:01:04,瑞光路102號前,11,1
770,YouBike2.0_新湖國小,12,2,內湖區,2023-05-27 11:43:15,民權東路六段/成功路二段320巷31弄(東南側),10,1
771,YouBike2.0_碧山內湖路口,16,1,內湖區,2023-05-27 13:48:15,內湖路三段72巷15號西側,15,1
772,YouBike2.0_民權東路六段413巷,16,1,內湖區,2023-05-27 10:48:04,民權東路六段409號前,15,1
773,YouBike2.0_宏匯瑞光廣場(瑞光路),16,2,內湖區,2023-05-27 13:19:14,瑞光路353號前(瑞光路側人行道),14,1
776,YouBike2.0_內湖路一段360巷,15,1,內湖區,2023-05-27 13:34:14,內湖路一段358號,14,1
777,YouBike2.0_成功路三段83號前,11,0,內湖區,2023-05-27 13:57:15,成功路三段83號前,11,1
778,YouBike2.0_內湖路一段47巷,16,0,內湖區,2023-05-27 11:23:04,內湖路一段47巷/內湖路一段47巷22弄,16,1
780,YouBike2.0_安湖公園,8,0,內湖區,2023-05-27 09:32:04,東湖路113巷95弄/康寧路三段75巷,8,1
782,YouBike2.0_安泰街(康樂橋下),15,3,內湖區,2023-05-27 12:10:19,安泰街(康樂橋下),12,1
783,YouBike2.0_康樂綠地,15,0,內湖區,2023-05-27 10:57:04,康樂街191巷/康樂街,15,1
785,YouBike2.0_明美公園(行善路333巷),16,0,內湖區,2023-05-27 13:53:04,行善路333巷92號前,16,1
786,YouBike2.0_行善路383巷,17,2,內湖區,2023-05-27 13:35:14,行善路383巷27號對側,14,1
787,YouBike2.0_舊宗新湖三路口,18,3,內湖區,2023-05-27 13:56:16,舊宗路一段/新湖三路(南側),15,1
789,YouBike2.0_內湖路三段326巷口,15,2,內湖區,2023-05-27 13:52:04,內湖路三段326巷/內湖路三段,13,1
790,YouBike2.0_成功公園,11,3,內湖區,2023-05-27 13:26:19,成功路四段223巷/成功路四段223巷6弄,8,1
791,YouBike2.0_康寧路三段189巷93弄口,14,0,內湖區,2023-05-27 13:48:04,康寧路三段189巷/康寧路三段189巷93弄,13,1
792,YouBike2.0_中國醫藥大學附設醫院臺北分院,13,1,內湖區,2023-05-27 13:51:04,內湖路二段368號對側,10,1
795,YouBike2.0_文德一號綠地,15,3,內湖區,2023-05-27 12:30:45,內湖區文德路91號旁,12,1
797,YouBike2.0_行善社會住宅,23,3,內湖區,2023-05-27 13:03:15,行愛路與新湖一路口西南側,20,1
798,YouBike2.0_康寧路三段99巷17弄口,15,0,內湖區,2023-05-27 11:58:03,康寧路三段99巷19號對側,15,1
799,YouBike2.0_堤頂大道二段407巷口,15,1,內湖區,2023-05-27 13:37:04,堤頂大道二段405號前,14,1
800,YouBike2.0_海德堡科技大樓,12,2,內湖區,2023-05-27 10:03:15,堤頂大道二段473號前,9,1
801,YouBike2.0_致伸科技大樓,17,1,內湖區,2023-05-27 12:38:14,瑞光路669號旁,16,1
802,YouBike2.0_內湖路一段288巷口,20,1,內湖區,2023-05-27 11:22:15,內湖路一段290號前,19,1
803,YouBike2.0_大都會客運內湖站,15,0,內湖區,2023-05-27 10:25:05,民權東路六段11巷25號對側,15,1
804,YouBike2.0_瑞湖公園,15,1,內湖區,2023-05-27 10:44:04,民權東路六段15巷/民權東路六段19巷,14,1
805,YouBike2.0_台灣世曦大樓,16,0,內湖區,2023-05-27 13:57:04,陽光街323號,15,1
807,YouBike2.0_瑞光路358巷口,14,3,內湖區,2023-05-27 10:48:14,瑞光路/瑞光路358巷,11,1
811,YouBike2.0_新湖三行忠路72巷口,15,1,內湖區,2023-05-27 07:39:04,新湖三路/行忠路72巷,13,1
812,YouBike2.0_新湖三新湖二146巷口,15,0,內湖區,2023-05-27 13:25:05,新湖三路122、124號對側,15,1
815,YouBike2.0_內湖路一段120巷15弄,19,3,內湖區,2023-05-27 06:54:14,內湖路一段120巷15弄8號對側,16,1
816,YouBike2.0_北勢湖環保公園(堤頂大道側),14,1,內湖區,2023-05-27 12:09:04,堤頂大道二段501號前,13,1
817,YouBike2.0_達爾文大樓,15,2,內湖區,2023-05-27 12:49:14,洲子街61號,13,1
829,YouBike2.0_捷運關渡站(2號出口),14,2,北投區,2023-05-27 13:46:16,捷運關渡站2號出口外人行道,12,1
830,YouBike2.0_中央北路四段540巷口,19,2,北投區,2023-05-27 13:49:15,中央北路四段529號(對面),17,1
834,YouBike2.0_豐年公園,20,1,北投區,2023-05-27 13:08:14,大業路529號(對面),19,1
836,YouBike2.0_國防大學政治作戰學院,30,0,北投區,2023-05-27 13:42:04,中央北路二段167號(對面),28,1
837,YouBike2.0_秀山區民活動中心,20,1,北投區,2023-05-27 12:01:56,秀山路50號(旁),19,1
855,YouBike2.0_振興公園,13,3,北投區,2023-05-27 13:52:15,天母西路109號(對面),9,1
859,YouBike2.0_榮富公園,13,1,北投區,2023-05-27 13:40:21,榮華三路2號(旁),12,1
862,YouBike2.0_中央北路四段30巷口,16,2,北投區,2023-05-27 13:56:16,中央北路四段32號(旁),13,1
865,YouBike2.0_復興公園,14,0,北投區,2023-05-27 13:55:11,中和街61號對側,14,1
873,YouBike2.0_文化三杏林一路口,17,3,北投區,2023-05-27 13:57:15,杏林一路3號(旁),14,1
874,YouBike2.0_珠海復興一路口,15,0,北投區,2023-05-27 13:17:22,珠海路/復興一路口(東側),15,1
875,YouBike2.0_裕民二路33巷,15,2,北投區,2023-05-27 13:50:20,裕民二路33巷/裕民六路(西北側),13,1
876,YouBike2.0_新奇岩社會住宅,12,2,北投區,2023-05-27 13:57:15,磺港路269-271號(旁),10,1
881,YouBike2.0_福星公園,18,3,北投區,2023-05-27 11:03:15,文林北路280號(對側公園),14,1
883,YouBike2.0_豐年公園_1,18,3,北投區,2023-05-27 13:53:15,大業路539號,15,1
888,YouBike2.0_中和街493巷9弄口,16,1,北投區,2023-05-27 13:52:04,中和街493巷9弄2號對側,15,1
893,YouBike2.0_捷運忠義站(2號出口),20,1,北投區,2023-05-27 13:34:14,捷運忠義站(2號出口)無障礙坡道旁,19,1
898,YouBike2.0_北投文化公園(北側),15,0,北投區,2023-05-27 13:27:04,文化三路2號西側公園,15,1
900,YouBike2.0_塔悠八德路口,34,2,松山區,2023-05-27 13:39:14,塔悠路2號(旁),31,1
901,YouBike2.0_鵬程公園,24,2,松山區,2023-05-27 13:57:15,健康路399號北側,22,1
905,YouBike2.0_光復北路11巷口,23,1,松山區,2023-05-27 13:56:16,光復北路13號(旁),22,1
906,YouBike2.0_捷運南京三民站(4號出口),13,1,松山區,2023-05-27 13:57:15,南京東路五段229號(前),11,1
907,YouBike2.0_西松高中,14,0,松山區,2023-05-27 13:52:04,健康路325巷5弄5號(前),13,1
909,YouBike2.0_民福三號綠地,15,0,松山區,2023-05-27 13:50:09,民族東路712號(對面),15,1
919,YouBike2.0_民權運動公園,21,2,松山區,2023-05-27 13:50:20,民權東路四段/新中街口(西南側),19,1
920,YouBike2.0_新東公園,36,1,松山區,2023-05-27 13:44:17,民生東路五段/塔悠路口(西南側),35,1
923,YouBike2.0_八德路三段74巷口,17,0,松山區,2023-05-27 13:37:04,八德路三段74巷95號南側,17,1
925,YouBike2.0_三軍總醫院(松山分院),44,1,松山區,2023-05-27 13:49:04,光復北路/光復北路190巷口(東南側),42,1
926,YouBike2.0_平安新城,16,1,松山區,2023-05-27 13:50:20,延壽街356巷/延壽街330巷16弄(東北側),15,1
927,YouBike2.0_健康社會住宅,20,3,松山區,2023-05-27 13:48:15,健康路305號(前),15,1
929,YouBike2.0_市民東興路口,25,3,松山區,2023-05-27 13:54:15,東興路33號南側,21,1
930,YouBike2.0_光復南路22巷口,29,3,松山區,2023-05-27 13:56:16,光復南路19號西側,25,1
932,YouBike2.0_松山新城,14,0,松山區,2023-05-27 13:30:28,健康路78號(對面),14,1
933,YouBike2.0_內政部營建署,33,0,松山區,2023-05-27 13:56:04,八德路二段342號(前),33,1
943,YouBike2.0_臺北田徑場,42,2,松山區,2023-05-27 13:55:23,敦化北路/八德路三段(東北側),39,1
944,YouBike2.0_捷運小巨蛋站(5號出口),22,1,松山區,2023-05-27 13:56:16,南京東路四段75-1號前,21,1
948,YouBike2.0_民權東路三段106巷口,22,3,松山區,2023-05-27 13:50:20,民權東路三段102號前,17,1
949,YouBike2.0_南京東路五段59巷口,11,1,松山區,2023-05-27 13:56:04,南京東路五段57號(前),10,1
950,YouBike2.0_三民公園(塔悠路),20,0,松山區,2023-05-27 13:55:12,塔悠路/撫遠街261巷(西側),20,1
952,YouBike2.0_西松公園,11,2,松山區,2023-05-27 13:37:14,健康路/南京東路五段251巷50弄(西側),8,1
953,YouBike2.0_長壽公園,15,1,松山區,2023-05-27 13:53:04,健康路174號(旁),14,1
954,YouBike2.0_復源公園,14,1,松山區,2023-05-27 13:56:16,八德路三段106巷62號(對面),11,1
957,YouBike2.0_西松高中(健康路325巷),31,0,松山區,2023-05-27 13:56:16,健康路325巷 / 健康路325巷12弄口(東北側),31,1
960,YouBike2.0_介壽國中,12,0,松山區,2023-05-27 13:42:04,民生東路五段36巷/光復北路165巷,11,1
964,YouBike2.0_八德立體停車場,16,1,松山區,2023-05-27 13:56:16,八德路/松信路(西南側),15,1
965,YouBike2.0_長春慶城街口,16,1,松山區,2023-05-27 13:37:04,長春路431號前,15,1
966,YouBike2.0_八德路四段652巷口,20,1,松山區,2023-05-27 13:50:20,八德路四段650號南側,19,1
968,YouBike2.0_捷運小巨蛋站(3號出口),15,1,松山區,2023-05-27 13:57:04,南京東路四段12號前,14,1
972,YouBike2.0_市民延吉街口,30,0,松山區,2023-05-27 13:39:04,市民大道/延吉街(市民大道橋下空地),28,1
973,YouBike2.0_龍城市場,15,3,松山區,2023-05-27 13:54:15,光復北路190巷35號對側,11,1
980,YouBike2.0_忠孝東路六段225巷口,35,0,南港區,2023-05-27 13:40:10,忠孝東路六段219號,35,1
983,YouBike2.0_合心廣場,38,2,南港區,2023-05-27 13:57:15,忠孝東路六段17號東北側,36,1
984,YouBike2.0_成德國中,26,1,南港區,2023-05-27 13:50:20,東新街118巷15號南側,24,1
990,YouBike2.0_中研公園,40,1,南港區,2023-05-27 13:55:23,研究院路二段12巷58弄9號西側,39,1
993,YouBike2.0_凌雲市場,20,0,南港區,2023-05-27 13:56:04,研究院路三段68巷9號北側,20,1
999,YouBike2.0_東陽公園,30,3,南港區,2023-05-27 13:43:14,重陽路125巷34號東側,27,1
1000,YouBike2.0_向陽南港路口,21,1,南港區,2023-05-27 13:49:04,向陽路49號北側,19,1
1004,YouBike2.0_東新國小,22,1,南港區,2023-05-27 13:54:15,東明街68號北側,20,1
1006,YouBike2.0_六福公園,19,3,南港區,2023-05-27 13:45:16,研究院路二段35巷23弄25號北側,16,1
1015,YouBike2.0_凌雲五村(研究院路三段8巷),26,2,南港區,2023-05-27 13:23:15,研究院路三段10巷1號東側,24,1
1017,YouBike2.0_南港高中(昆陽街),14,3,南港區,2023-05-27 13:43:14,昆陽街58號東側,10,1
1018,YouBike2.0_南港路三段290巷口,20,2,南港區,2023-05-27 13:29:14,南港路三段314巷20號,18,1
1019,YouBike2.0_南港路三段220巷口,25,3,南港區,2023-05-27 13:56:16,南港路三段133號,21,1
1022,YouBike2.0_捷運後山埤站(3號出口),12,0,南港區,2023-05-15 07:23:15,玉成街150號,12,0
1023,YouBike2.0_玉成公園運動中心,15,2,南港區,2023-05-27 13:46:16,中坡南路19號,13,1
1024,YouBike2.0_百福公園,18,1,南港區,2023-05-27 13:55:23,福德街309巷7號南側,16,1
1026,YouBike2.0_園區重陽路口,13,0,南港區,2023-05-27 12:43:04,重陽路458號西側,12,1
1028,YouBike2.0_胡適公園,20,2,南港區,2023-05-27 12:44:14,研究院路二段/研究院路二段132巷北側,18,1
1030,YouBike2.0_經貿公園,20,1,南港區,2023-05-27 13:06:16,經園街58號北側,19,1
1031,YouBike2.0_育成高中,20,0,南港區,2023-05-27 13:54:04,惠民街71號西側,20,1
1033,YouBike2.0_力行橋(南港),18,0,南港區,2023-05-27 13:36:04,研究院路一段101巷16弄2號南側,18,1
1034,YouBike2.0_舊莊國小(舊莊街一段),15,1,南港區,2023-05-27 12:10:19,舊莊街一段/舊莊街一段145巷口,14,1
1039,YouBike2.0_成德綠地,17,3,南港區,2023-05-27 13:51:16,東新街65號東南側,14,1
1042,YouBike2.0_昆陽公園,14,0,南港區,2023-05-27 13:34:04,昆陽街173號對側,14,1
1043,YouBike2.0_南港路二段178巷口,18,3,南港區,2023-05-27 13:30:39,南港路二段 / 南港路二段178巷口(北側),14,1
1046,YouBike2.0_玉成公園(成福路178巷口),18,1,南港區,2023-05-27 13:41:16,成福路178巷8號對側,15,1
1047,YouBike2.0_玉東公園(東新街),14,3,南港區,2023-05-27 13:24:14,東新街/市民大道七段(北側),11,1
1049,YouBike2.0_成福路197巷口,15,1,南港區,2023-05-27 13:48:04,成福路197巷/成福路,14,1
1052,YouBike2.0_南港展覽館2館,18,1,南港區,2023-05-27 13:55:23,經貿二路/南港路一段(西北側),17,1
1053,YouBike2.0_舊莊派出所,15,3,南港區,2023-05-27 13:46:16,舊莊街一段/舊莊街一段215巷,12,1
1056,YouBike2.0_忠孝東路六段278巷口,14,0,南港區,2023-05-27 13:51:04,忠孝東路/忠孝東路六段278巷,14,1
1060,YouBike2.0_忠孝東路六段212巷口,15,1,南港區,2023-05-27 13:53:04,忠孝東路六段226號前,13,1
1061,YouBike2.0_新富公園,13,1,南港區,2023-05-27 13:43:14,富康街47巷2號對側,12,1
1065,YouBike2.0_基隆路二段159巷口,14,0,信義區,2023-05-27 13:56:16,基隆路二段155號,11,1
1066,YouBike2.0_嘉興街175巷口,16,3,信義區,2023-05-27 13:49:15,基隆路二段131-4號(前),11,1
1067,YouBike2.0_和平東路三段631巷口,15,0,信義區,2023-05-27 13:40:10,和平東路三段633號前,15,1
1068,YouBike2.0_和平東路三段530巷口,15,2,信義區,2023-05-27 13:23:15,和平東路三段530巷口東北側,13,1
1069,YouBike2.0_景勤二號公園,41,0,信義區,2023-05-27 13:55:12,信安街50號(對面),41,1
1071,YouBike2.0_三興公園,31,1,信義區,2023-05-27 13:53:15,吳興街118巷35弄28號前方(三興公園),30,1
1072,YouBike2.0_松德站,48,3,信義區,2023-05-27 13:56:16,松德路300號南側,45,1
1075,YouBike2.0_松仁路253巷3弄,26,1,信義區,2023-05-27 13:54:04,松仁路215巷6號,24,1
1080,YouBike2.0_台北市災害應變中心,45,3,信義區,2023-05-27 13:57:04,莊敬路391巷11弄2號(東北側),41,1
1082,YouBike2.0_捷運台北101/世貿站(3號出口),15,0,信義區,2023-05-27 13:54:04,信義路五段16號前,12,1
1084,YouBike2.0_光復信義路口東南側,16,3,信義區,2023-05-27 13:57:15,光復南路485號前方,12,1
1085,YouBike2.0_三張犁,40,3,信義區,2023-05-27 13:55:23,光復南路455號前方,33,1
1088,YouBike2.0_松友公園,27,0,信義區,2023-05-27 13:55:12,信義路六段76巷2弄22號(對面),26,1
1090,YouBike2.0_松山家商,25,0,信義區,2023-05-27 13:41:04,松山路655號(前),25,1
1095,YouBike2.0_市府松高路口,54,0,信義區,2023-05-27 13:56:04,市府路/松高路(東南側),53,1
1099,YouBike2.0_春光公園,30,1,信義區,2023-05-27 13:57:15,林口街230號(斜對面),28,1
1101,YouBike2.0_福德國小,35,2,信義區,2023-05-27 13:57:15,福德街251巷2號對側,31,1
1102,YouBike2.0_福德公園,35,1,信義區,2023-05-27 13:52:04,大道路與大道路145巷口,32,1
1106,YouBike2.0_吳興公車總站,56,1,信義區,2023-05-27 13:47:14,松仁路277號南側,55,1
1108,YouBike2.0_興雅國小(基隆路一段37巷),15,1,信義區,2023-05-27 13:57:04,基隆路一段83巷9號西側,12,1
1113,YouBike2.0_三興國小,22,0,信義區,2023-05-27 13:42:04,基隆路二段99-1號(前),22,1
1114,YouBike2.0_市民松信路口,20,0,信義區,2023-05-27 13:39:04,市民大道六段/松信路口(西側),18,1
1116,YouBike2.0_基隆光復路口,17,0,信義區,2023-05-27 13:35:04,基隆路二段/光復南路(東北側),17,1
1120,YouBike2.0_虎林永吉路口,15,0,信義區,2023-05-27 13:53:04,永吉路356號東側,14,1
1121,YouBike2.0_永吉公園,18,1,信義區,2023-05-27 13:39:14,永吉路326巷66號西側,14,1
1123,YouBike2.0_松山永吉路口,20,1,信義區,2023-05-27 13:56:16,松山路166號,19,1
1128,YouBike2.0_松德虎林街口,25,3,信義區,2023-05-27 13:54:15,松德路79號前,20,1
1130,YouBike2.0_基隆路一段101巷口,23,3,信義區,2023-05-27 13:54:15,基隆路一段109-6號前,19,1
1131,YouBike2.0_捷運永春站(2號出口),28,2,信義區,2023-05-27 13:57:15,虎林街132巷44號西側,26,1
1132,YouBike2.0_吳興街260巷,32,3,信義區,2023-05-27 13:53:16,吳興街260巷/吳興街260巷21弄口(東南側),29,1
1134,YouBike2.0_仁愛逸仙路口,28,2,信義區,2023-05-27 13:41:16,仁愛路四段/逸仙路口(西北側),25,1
1135,YouBike2.0_安強公園,20,1,信義區,2023-05-27 13:55:23,虎林街222巷55號,18,1
1138,YouBike2.0_吳興街284巷36弄口,25,1,信義區,2023-05-27 13:57:04,吳興街284巷36弄24號西側,22,1
1140,YouBike2.0_福德國小公車站,10,0,信義區,2023-05-27 13:45:05,福德街308號對側,10,1
1144,YouBike2.0_景平公園,13,1,信義區,2023-05-27 13:30:28,松平路50巷15號對側,12,1
1146,YouBike2.0_五分埔公園,18,1,信義區,2023-05-27 13:55:12,中坡北路57號旁,16,1
1147,YouBike2.0_松仁路305號,14,1,信義區,2023-05-27 13:57:15,松仁路/吳興街583巷3弄,13,1
1148,YouBike2.0_吳興街394巷口,12,3,信義區,2023-05-27 13:53:16,吳興街394巷/吳興街,9,1
1149,YouBike2.0_忠孝東路五段215巷口,24,1,信義區,2023-05-27 13:57:15,忠孝東路五段/忠孝東路五段215巷,22,1
