,sna,tot,sbi,sarea,mday,ar,bemp,act
1034,YouBike2.0_舊莊國小(舊莊街一段),15,0,南港區,2023-05-27 14:14:04,舊莊街一段/舊莊街一段145巷口,15,1
1042,YouBike2.0_昆陽公園,14,0,南港區,2023-05-27 13:34:04,昆陽街173號對側,14,1
1046,YouBike2.0_玉成公園(成福路178巷口),18,1,南港區,2023-05-27 14:22:15,成福路178巷8號對側,15,1
1049,YouBike2.0_成福路197巷口,15,0,南港區,2023-05-27 14:04:06,成福路197巷/成福路,15,1
1052,YouBike2.0_南港展覽館2館,18,0,南港區,2023-05-27 14:17:24,經貿二路/南港路一段(西北側),18,1
1053,YouBike2.0_舊莊派出所,15,3,南港區,2023-05-27 13:46:16,舊莊街一段/舊莊街一段215巷,12,1
1054,YouBike2.0_南港路三段80巷,15,3,南港區,2023-05-27 14:21:15,南港路三段/南港路三段80巷,12,1
1056,YouBike2.0_忠孝東路六段278巷口,14,0,南港區,2023-05-27 13:51:04,忠孝東路/忠孝東路六段278巷,14,1
1058,YouBike2.0_南港路三段130巷口,12,4,南港區,2023-05-27 10:51:16,松河街380號對側,8,1
1060,YouBike2.0_忠孝東路六段212巷口,15,2,南港區,2023-05-27 14:16:16,忠孝東路六段226號前,12,1
1061,YouBike2.0_新富公園,13,3,南港區,2023-05-27 14:17:34,富康街47巷2號對側,10,1
1065,YouBike2.0_基隆路二段159巷口,14,2,信義區,2023-05-27 14:19:04,基隆路二段155號,9,1
1066,YouBike2.0_嘉興街175巷口,16,2,信義區,2023-05-27 14:16:16,基隆路二段131-4號(前),13,1
1067,YouBike2.0_和平東路三段631巷口,15,0,信義區,2023-05-27 13:40:10,和平東路三段633號前,15,1
1068,YouBike2.0_和平東路三段530巷口,15,4,信義區,2023-05-27 14:18:14,和平東路三段530巷口東北側,11,1
1071,YouBike2.0_三興公園,31,2,信義區,2023-05-27 14:16:16,吳興街118巷35弄28號前方(三興公園),29,1
1072,YouBike2.0_松德站,48,3,信義區,2023-05-27 14:21:15,松德路300號南側,45,1
1075,YouBike2.0_松仁路253巷3弄,26,1,信義區,2023-05-27 14:22:15,松仁路215巷6號,24,1
1080,YouBike2.0_台北市災害應變中心,45,2,信義區,2023-05-27 14:22:15,莊敬路391巷11弄2號(東北側),42,1
1084,YouBike2.0_光復信義路口東南側,16,0,信義區,2023-05-27 14:17:24,光復南路485號前方,15,1
1085,YouBike2.0_三張犁,40,1,信義區,2023-05-27 14:21:15,光復南路455號前方,35,1
1086,YouBike2.0_仁愛路四段496巷口,34,2,信義區,2023-05-27 14:21:15,仁愛路四段與仁愛路四段496巷口西南側,31,1
1088,YouBike2.0_松友公園,27,0,信義區,2023-05-27 14:21:15,信義路六段76巷2弄22號(對面),26,1
1090,YouBike2.0_松山家商,25,1,信義區,2023-05-27 14:08:04,松山路655號(前),24,1
1095,YouBike2.0_市府松高路口,54,4,信義區,2023-05-27 14:15:15,市府路/松高路(東南側),49,1
1096,YouBike2.0_市民廣場,30,4,信義區,2023-05-27 14:18:14,市府路/松壽路(西北側),26,1
1099,YouBike2.0_春光公園,30,0,信義區,2023-05-27 14:05:05,林口街230號(斜對面),29,1
1101,YouBike2.0_福德國小,35,1,信義區,2023-05-27 14:21:15,福德街251巷2號對側,32,1
1102,YouBike2.0_福德公園,35,1,信義區,2023-05-27 14:21:15,大道路與大道路145巷口,32,1
1108,YouBike2.0_興雅國小(基隆路一段37巷),15,0,信義區,2023-05-27 14:09:04,基隆路一段83巷9號西側,13,1
1111,YouBike2.0_五常公園,19,3,信義區,2023-05-27 14:16:16,松隆路161號對側,14,1
1113,YouBike2.0_三興國小,22,0,信義區,2023-05-27 14:22:15,基隆路二段99-1號(前),22,1
1114,YouBike2.0_市民松信路口,20,0,信義區,2023-05-27 13:39:04,市民大道六段/松信路口(西側),18,1
1116,YouBike2.0_基隆光復路口,17,0,信義區,2023-05-27 14:08:04,基隆路二段/光復南路(東北側),17,1
1118,YouBike2.0_泰和里民活動中心,18,3,信義區,2023-05-27 14:22:15,松仁路308巷60號,14,1
1120,YouBike2.0_虎林永吉路口,15,1,信義區,2023-05-27 14:17:34,永吉路356號東側,13,1
1121,YouBike2.0_永吉公園,18,2,信義區,2023-05-27 14:19:15,永吉路326巷66號西側,13,1
1122,YouBike2.0_永吉路321巷口,15,4,信義區,2023-05-27 14:21:15,永吉路323號西側,10,1
1123,YouBike2.0_松山永吉路口,20,3,信義區,2023-05-27 14:19:15,松山路166號,17,1
1128,YouBike2.0_松德虎林街口,25,0,信義區,2023-05-27 14:21:04,松德路79號前,23,1
1130,YouBike2.0_基隆路一段101巷口,23,2,信義區,2023-05-27 14:13:15,基隆路一段109-6號前,20,1
1132,YouBike2.0_吳興街260巷,32,0,信義區,2023-05-27 14:21:15,吳興街260巷/吳興街260巷21弄口(東南側),32,1
1135,YouBike2.0_安強公園,20,1,信義區,2023-05-27 14:22:15,虎林街222巷55號,18,1
1136,YouBike2.0_信義基隆路口,20,4,信義區,2023-05-27 14:19:15,信義路四段393號前,15,1
1138,YouBike2.0_吳興街284巷36弄口,25,2,信義區,2023-05-27 14:10:20,吳興街284巷36弄24號西側,21,1
1140,YouBike2.0_福德國小公車站,10,0,信義區,2023-05-27 14:14:04,福德街308號對側,10,1
1144,YouBike2.0_景平公園,13,1,信義區,2023-05-27 14:22:15,松平路50巷15號對側,12,1
1146,YouBike2.0_五分埔公園,18,3,信義區,2023-05-27 14:21:15,中坡北路57號旁,15,1
1147,YouBike2.0_松仁路305號,14,0,信義區,2023-05-27 14:01:04,松仁路/吳興街583巷3弄,14,1
1148,YouBike2.0_吳興街394巷口,12,2,信義區,2023-05-27 14:14:14,吳興街394巷/吳興街,10,1
1150,YouBike2.0_松勤莊敬路口,15,2,信義區,2023-05-27 14:22:15,松勤街/莊敬路,13,1
1151,YouBike2.0_松仁松平路口,10,0,信義區,2023-05-27 14:11:04,松仁路/松平路,10,1
1152,YouBike2.0_信義松德路口,18,0,信義區,2023-05-27 14:03:05,信義路五段180號前,18,1
1154,YouBike2.0_吳興街284巷(廣安宮),15,0,信義區,2023-05-27 14:21:04,吳興街284巷23號對側,14,1
1155,YouBike2.0_景勤二號公園(西南側),22,4,信義區,2023-05-27 14:19:15,信安街67巷/信安街口東南側,17,1
1156,YouBike2.0_克勤新村,18,2,信義區,2023-05-27 14:21:15,信安街67巷75號對側,15,1
1157,YouBike2.0_和平東路三段291號,15,2,信義區,2023-05-27 14:09:14,和平東路三段291號前,13,1
1165,YouBike2.0_國興青年路口,30,3,萬華區,2023-05-27 14:17:34,國興路與青年路口西南側,27,1
1166,YouBike2.0_青年公園棒球場,28,1,萬華區,2023-05-27 14:21:04,青年路66號對側,26,1
1169,YouBike2.0_新和國小,20,2,萬華區,2023-05-27 14:21:15,萬大路277巷37弄1號東側,16,1
1171,YouBike2.0_莒光立體停車場,10,0,萬華區,2023-05-27 14:14:04,莒光路137號前,10,1
1174,YouBike2.0_華中疏散門,12,3,萬華區,2023-05-27 13:57:15,環河南路三段371號前,8,1
1176,YouBike2.0_忠德公園,19,2,萬華區,2023-05-27 14:22:15,東園街66巷20弄27號前,17,1
1179,YouBike2.0_雙園國中,24,0,萬華區,2023-05-27 14:13:04,西園路二段320巷與興義街口,22,1
1182,YouBike2.0_華江八號公園,20,1,萬華區,2023-05-27 14:17:24,環河南路二段216號旁,18,1
1185,YouBike2.0_糖廍文化園區,14,0,萬華區,2023-05-27 14:19:04,大理街177號對側,13,1
1186,YouBike2.0_兩棵樹公園,17,4,萬華區,2023-05-27 14:21:15,艋舺大道與大理街160巷20弄口東側,13,1
1191,YouBike2.0_貓公園(中興橋頭),15,0,萬華區,2023-05-27 14:22:15,成都路108號(對面),14,1
1193,YouBike2.0_中華桂林路口,28,2,萬華區,2023-05-27 14:21:15,中華路一段與桂林路口西北側,26,1
1201,YouBike2.0_臺北市電影主題公園(峨嵋街),15,0,萬華區,2023-05-27 14:22:15,峨嵋街100號(對面),15,1
1208,YouBike2.0_長順街60巷口,15,3,萬華區,2023-05-27 12:26:16,長順街60巷38號對側,12,1
1214,YouBike2.0_富民路145巷口,20,2,萬華區,2023-05-27 13:58:04,富民路151號對側,18,1
1216,YouBike2.0_龍山國中,15,3,萬華區,2023-05-27 13:50:20,南寧路與廣州街口南側,12,1
1217,YouBike2.0_洛陽停車場,22,0,萬華區,2023-05-27 14:17:24,昆明街與洛陽街口西側,20,1
1220,YouBike2.0_青年公園3號出口,38,1,萬華區,2023-05-27 14:18:14,青年路/青年路106巷(東側),33,1
1224,YouBike2.0_萬大路493巷,10,2,萬華區,2023-05-27 13:55:23,萬大路493巷44號旁,7,1
1225,YouBike2.0_雙園國中地下停車場,12,1,萬華區,2023-05-27 14:13:04,西園路二段320巷55弄8-10號前,10,1
1229,YouBike2.0_臺大水源修齊會館,18,1,臺大專區,2023-05-27 14:22:15,思源街16號之1旁,14,1
1230,YouBike2.0_臺大檔案展示館,10,2,臺大專區,2023-05-27 13:57:15,臺大檔案展示館東北側,7,1
1232,YouBike2.0_臺大男八舍東側,42,2,臺大專區,2023-05-27 14:22:15,臺大男八舍東側,40,1
1240,YouBike2.0_臺大立體機車停車場,27,4,臺大專區,2023-05-27 14:21:15,基隆路三段/基隆路三段156巷口北側,22,1
1245,YouBike2.0_臺大農化新館西側,10,0,臺大專區,2023-05-27 13:58:04,臺大生化科技學系西側,9,1
1246,YouBike2.0_臺大五號館西側,20,2,臺大專區,2023-05-27 14:01:43,臺大生物系館西側,17,1
1248,YouBike2.0_臺大共同教室北側,20,4,臺大專區,2023-05-27 14:21:15,臺大共同教學館東北側,14,1
1249,YouBike2.0_臺大共同教室東南側,12,0,臺大專區,2023-05-27 14:19:04,臺大共同教學館東南側,11,1
1251,YouBike2.0_臺大公館停車場西北側,12,1,臺大專區,2023-05-27 13:34:04,臺大公館停車場西北側,11,1
1252,YouBike2.0_臺大第二行政大樓南側,27,0,臺大專區,2023-05-27 14:05:05,臺大行政大樓西側,27,1
1253,YouBike2.0_臺大明達館機車停車場,28,1,臺大專區,2023-05-27 14:22:15,臺大明達館西側,27,1
1254,YouBike2.0_臺大二號館,10,1,臺大專區,2023-05-27 13:40:21,臺大物理文物廳北側,9,1
1259,YouBike2.0_臺大椰林小舖,48,2,臺大專區,2023-05-27 14:21:15,臺大椰林小舖旁,45,1
1267,YouBike2.0_臺大一號館,19,0,臺大專區,2023-05-27 14:16:04,臺大植物魚類標本館一號館北側,19,1
1268,YouBike2.0_臺大小小福西南側,10,0,臺大專區,2023-05-27 13:55:12,臺大進修教育大樓,10,1
1270,YouBike2.0_臺大四號館東北側,10,2,臺大專區,2023-05-27 14:21:15,臺大園藝暨景觀學系北側,8,1
1273,YouBike2.0_臺大電機二館東南側,14,0,臺大專區,2023-05-27 14:17:24,臺大電機二館南側,14,1
1277,YouBike2.0_臺大獸醫館南側,24,0,臺大專區,2023-05-27 14:21:15,臺大獸醫系館南側,24,1
1279,YouBike2.0_臺大明達館北側(員工宿舍),18,1,臺大公館校區,2023-05-27 13:55:23,明達館北側前空地,16,1
